iter	Logloss
0	0.507904055
1	0.3923288657
2	0.3500793099
3	0.3119660133
4	0.2944686619
5	0.2465665849
6	0.2307035691
7	0.2284970618
8	0.2117557342
9	0.1965722644
10	0.1810758086
11	0.1657827584
12	0.1561113235
13	0.1546633342
14	0.1331084551
15	0.1300139439
16	0.1276933881
17	0.1182387516
18	0.113359847
19	0.1123056701
20	0.1090504515
21	0.1084041511
22	0.1039006135
23	0.08934039143
24	0.084384076
25	0.08374193608
26	0.0760241866
27	0.07554186796
28	0.07482566855
29	0.07093634676
30	0.0652551347
31	0.06017614205
32	0.05970415145
33	0.05531884253
34	0.05437408944
35	0.05167742704
36	0.04646644311
37	0.04405348318
38	0.04082387205
39	0.03906156465
40	0.03885027834
41	0.03857833256
42	0.03564618931
43	0.03548513957
44	0.03542209769
45	0.03529991956
46	0.03414053334
47	0.03332108206
48	0.03321571443
49	0.03292061526
50	0.0328156974
51	0.03080333924
52	0.02974989115
53	0.02887281165
54	0.0278536655
55	0.02541385835
56	0.02454148663
57	0.02339579074
58	0.02254365876
59	0.02233895286
60	0.02050964271
61	0.02002260277
62	0.01942807306
63	0.01863070084
64	0.01763868442
65	0.01699401099
66	0.01668981261
67	0.01622473249
68	0.01620300892
69	0.01606220533
70	0.01538255192
71	0.01502041807
72	0.01497759175
73	0.01397905013
74	0.01363293891
75	0.01326963819
76	0.01271419295
77	0.01239272761
78	0.01214158021
79	0.01165682057
80	0.01125428319
81	0.01113752294
82	0.01111343481
83	0.01109116824
84	0.01101779529
85	0.01072355374
86	0.01046484322
87	0.01017306192
88	0.01015545224
89	0.009975682892
90	0.009882975224
91	0.009595683875
92	0.009561158839
93	0.009284975478
94	0.009243051469
95	0.009181143104
96	0.009163613833
97	0.008929019259
98	0.008629649386
99	0.008618106596
100	0.008474540371
101	0.008430596079
102	0.008420380793
103	0.008342675077
104	0.008154183814
105	0.008154169981
106	0.008086737492
107	0.008045913215
108	0.007708648693
109	0.007475453826
110	0.007380605527
111	0.007380544424
112	0.007285421816
113	0.007179354091
114	0.007107147352
115	0.006907056237
116	0.006784832539
117	0.006784794402
118	0.006644276455
119	0.006643142749
120	0.006575204669
121	0.006501031171
122	0.006452800543
123	0.006452800543
124	0.006304428475
125	0.006218749561
126	0.006140003376
127	0.006124349778
128	0.006001147804
129	0.006001091925
130	0.005983642151
131	0.005844091071
132	0.005701903801
133	0.00569712092
134	0.005671374768
135	0.00567072705
136	0.005634344619
137	0.005569625542
138	0.005499685311
139	0.005404132766
140	0.005331341801
141	0.005331302396
142	0.00531692243
143	0.005289241915
144	0.00524193629
145	0.005241560189
146	0.005189446283
147	0.005149210816
148	0.005099558005
149	0.005002395574
150	0.004983916085
151	0.004953621828
152	0.004953330583
153	0.004953329099
154	0.004944995632
155	0.004944976187
156	0.004888056817
157	0.004797907646
158	0.004784014316
159	0.004783992249
160	0.004783969305
161	0.004783966669
162	0.004783582935
163	0.004764982109
164	0.00469862684
165	0.004671079295
166	0.004671062564
167	0.004656340596
168	0.004592911011
169	0.004592911011
170	0.004592880177
171	0.004592877277
172	0.004537114309
173	0.004487854899
174	0.004452225558
175	0.004413975835
176	0.004379453816
177	0.004345410619
178	0.004329695644
179	0.004271353601
180	0.004252397412
181	0.004252386358
182	0.004252354657
183	0.004182019805
184	0.004165641487
185	0.004165633595
186	0.004165444518
187	0.00413915383
188	0.004092372333
189	0.004072240094
190	0.00406428809
191	0.003999553992
192	0.003999533881
193	0.003967311064
194	0.003967281571
195	0.003967281571
196	0.003967274486
197	0.003922230962
198	0.003922224393
199	0.003873022825
200	0.003873012184
201	0.003858658565
202	0.003825976186
203	0.003825963831
204	0.003790947663
205	0.003764797477
206	0.003764789169
207	0.003759056964
208	0.003758391905
209	0.003758359514
210	0.003744974675
211	0.003711646221
212	0.003711646221
213	0.003700307472
214	0.003700294602
215	0.003699946657
216	0.003690347016
217	0.003690341155
218	0.003690155929
219	0.003636181136
220	0.003635966374
221	0.003635865792
222	0.003635815136
223	0.003635760325
224	0.00363575732
225	0.003635744591
226	0.003621893073
227	0.003621814596
228	0.003621801962
229	0.003621801962
230	0.003621792
231	0.003621776648
232	0.003621722014
233	0.003621660106
234	0.003621571221
235	0.003621548551
236	0.003621451891
237	0.003609668293
238	0.003609647011
239	0.003565109655
240	0.00356507548
241	0.003565059558
242	0.003565059558
243	0.003553294568
244	0.003528774979
245	0.003528756054
246	0.003522750436
247	0.003522746453
248	0.003522739269
249	0.003522733953
250	0.00352272835
251	0.003522697944
252	0.003522655585
253	0.003511629899
254	0.00351162753
255	0.003485087742
256	0.003444250287
257	0.003420971512
258	0.00342081214
259	0.003420447624
260	0.003420440866
261	0.003380303189
262	0.003345645733
263	0.003345358743
264	0.003285576006
265	0.003272399852
266	0.00327239948
267	0.003272357754
268	0.003271655727
269	0.003251892579
270	0.0032518802
271	0.003233944133
272	0.003209467846
273	0.003209408964
274	0.003209386682
275	0.003209385606
276	0.003205083899
277	0.003189758556
278	0.003171645367
279	0.003150618928
280	0.003150612857
281	0.00315061182
282	0.003150602151
283	0.003106397447
284	0.003082056172
285	0.003072130776
286	0.003041276654
287	0.0030221827
288	0.002979997248
289	0.002979642123
290	0.002979633341
291	0.002948284249
292	0.002948282115
293	0.002925615143
294	0.002925612267
295	0.002925601814
296	0.002891580758
297	0.002860220278
298	0.002832952042
299	0.002832926967
300	0.00283291799
301	0.002832915076
302	0.002832913654
303	0.002828245533
304	0.002819658616
305	0.002819602056
306	0.002819581503
307	0.002819581278
